Index,code,comment,label
2839,"private void InitializeComponent()
{
this._lblServiceUri = new System.Windows.Forms.Label();
this._txtServiceUri = new System.Windows.Forms.TextBox();
this._lblApiKey = new System.Windows.Forms.Label();
this._lblProject = new System.Windows.Forms.Label();
this._cmbProject = new System.Windows.Forms.ComboBox();
this._txtApiKey = new System.Windows.Forms.TextBox();
this.SuspendLayout();
// // _lblServiceUri
// this._lblServiceUri.AutoSize = true;
this._lblServiceUri.Location = new System.Drawing.Point(0, 6);
this._lblServiceUri.Name = ""_lblServiceUri"";
this._lblServiceUri.Size = new System.Drawing.Size(71, 15);
this._lblServiceUri.TabIndex = 0;
this._lblServiceUri.Text = ""Service URL:"";
// // _txtServiceUri
// this._txtServiceUri.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left) | System.Windows.Forms.AnchorStyles.Right)));
this._txtServiceUri.Location = new System.Drawing.Point(94, 3);
this._txtServiceUri.MinimumSize = new System.Drawing.Size(4, 23);
this._txtServiceUri.Name = ""_txtServiceUri"";
this._txtServiceUri.Size = new System.Drawing.Size(303, 23);
this._txtServiceUri.TabIndex = 0;
// // _lblApiKey
// this._lblApiKey.AutoSize = true;
this._lblApiKey.Location = new System.Drawing.Point(0, 35);
this._lblApiKey.Name = ""_lblApiKey"";
this._lblApiKey.Size = new System.Drawing.Size(50, 15);
this._lblApiKey.TabIndex = 2;
this._lblApiKey.Text = ""API Key:"";
// // _lblProject
// this._lblProject.AutoSize = true;
this._lblProject.Location = new System.Drawing.Point(0, 64);
this._lblProject.Name = ""_lblProject"";
this._lblProject.Size = new System.Drawing.Size(47, 15);
this._lblProject.TabIndex = 3;
this._lblProject.Text = ""Project:"";
// // _cmbProject
// this._cmbProject.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left) | System.Windows.Forms.AnchorStyles.Right)));
this._cmbProject.FormattingEnabled = true;
this._cmbProject.Location = new System.Drawing.Point(94, 61);
this._cmbProject.Name = ""_cmbProject"";
this._cmbProject.Size = new System.Drawing.Size(303, 23);
this._cmbProject.TabIndex = 2;
// // _txtApiKey
// this._txtApiKey.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left) | System.Windows.Forms.AnchorStyles.Right)));
this._txtApiKey.Location = new System.Drawing.Point(94, 32);
this._txtApiKey.MinimumSize = new System.Drawing.Size(4, 23);
this._txtApiKey.Name = ""_txtApiKey"";
this._txtApiKey.Size = new System.Drawing.Size(303, 23);
this._txtApiKey.TabIndex = 1;
// // ProviderSetupControl
// this.AutoScaleDimensions = new System.Drawing.SizeF(96F, 96F);
this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Dpi;
this.Controls.Add(this._cmbProject);
this.Controls.Add(this._lblProject);
this.Controls.Add(this._lblApiKey);
this.Controls.Add(this._txtApiKey);
this.Controls.Add(this._txtServiceUri);
this.Controls.Add(this._lblServiceUri);
this.Name = ""ProviderSetupControl"";
this.Size = new System.Drawing.Size(400, 87);
this.ResumeLayout(false);
this.PerformLayout();
}",Required method for Designer support - do not modify the contents of this method with the code editor.,1
2840,"private void InitializeComponent()
{
this._lblServiceUri = new System.Windows.Forms.Label();
this._txtServiceUri = new System.Windows.Forms.TextBox();
this._lblUsername = new System.Windows.Forms.Label();
this._lblProject = new System.Windows.Forms.Label();
this._cmbProject = new System.Windows.Forms.ComboBox();
this._txtUsername = new System.Windows.Forms.TextBox();
this._txtPassword = new System.Windows.Forms.TextBox();
this._lblPassword = new System.Windows.Forms.Label();
this.SuspendLayout();
// // _lblServiceUri
// this._lblServiceUri.AutoSize = true;
this._lblServiceUri.Location = new System.Drawing.Point(0, 6);
this._lblServiceUri.Name = ""_lblServiceUri"";
this._lblServiceUri.Size = new System.Drawing.Size(71, 15);
this._lblServiceUri.TabIndex = 0;
this._lblServiceUri.Text = ""Service URL:"";
// // _txtServiceUri
// this._txtServiceUri.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left) | System.Windows.Forms.AnchorStyles.Right)));
this._txtServiceUri.Location = new System.Drawing.Point(94, 3);
this._txtServiceUri.MinimumSize = new System.Drawing.Size(4, 23);
this._txtServiceUri.Name = ""_txtServiceUri"";
this._txtServiceUri.Size = new System.Drawing.Size(303, 23);
this._txtServiceUri.TabIndex = 0;
// // _lblUsername
// this._lblUsername.AutoSize = true;
this._lblUsername.Location = new System.Drawing.Point(0, 35);
this._lblUsername.Name = ""_lblUsername"";
this._lblUsername.Size = new System.Drawing.Size(63, 15);
this._lblUsername.TabIndex = 2;
this._lblUsername.Text = ""Username:"";
// // _lblProject
// this._lblProject.AutoSize = true;
this._lblProject.Location = new System.Drawing.Point(0, 93);
this._lblProject.Name = ""_lblProject"";
this._lblProject.Size = new System.Drawing.Size(47, 15);
this._lblProject.TabIndex = 3;
this._lblProject.Text = ""Project:"";
// // _cmbProject
// this._cmbProject.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left) | System.Windows.Forms.AnchorStyles.Right)));
this._cmbProject.FormattingEnabled = true;
this._cmbProject.Location = new System.Drawing.Point(94, 90);
this._cmbProject.Name = ""_cmbProject"";
this._cmbProject.Size = new System.Drawing.Size(303, 23);
this._cmbProject.TabIndex = 3;
// // _txtUsername
// this._txtUsername.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left) | System.Windows.Forms.AnchorStyles.Right)));
this._txtUsername.Location = new System.Drawing.Point(94, 32);
this._txtUsername.MinimumSize = new System.Drawing.Size(4, 23);
this._txtUsername.Name = ""_txtUsername"";
this._txtUsername.Size = new System.Drawing.Size(303, 23);
this._txtUsername.TabIndex = 1;
// // _txtPassword
// this._txtPassword.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left) | System.Windows.Forms.AnchorStyles.Right)));
this._txtPassword.Location = new System.Drawing.Point(94, 61);
this._txtPassword.MinimumSize = new System.Drawing.Size(4, 23);
this._txtPassword.Name = ""_txtPassword"";
this._txtPassword.Size = new System.Drawing.Size(303, 23);
this._txtPassword.TabIndex = 2;
this._txtPassword.UseSystemPasswordChar = true;
// // _lblPassword
// this._lblPassword.AutoSize = true;
this._lblPassword.Location = new System.Drawing.Point(0, 64);
this._lblPassword.Name = ""_lblPassword"";
this._lblPassword.Size = new System.Drawing.Size(60, 15);
this._lblPassword.TabIndex = 2;
this._lblPassword.Text = ""Password:"";
// // ProviderSetupControl
// this.AutoScaleDimensions = new System.Drawing.SizeF(96F, 96F);
this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Dpi;
this.Controls.Add(this._cmbProject);
this.Controls.Add(this._lblProject);
this.Controls.Add(this._lblPassword);
this.Controls.Add(this._lblUsername);
this.Controls.Add(this._txtPassword);
this.Controls.Add(this._txtUsername);
this.Controls.Add(this._txtServiceUri);
this.Controls.Add(this._lblServiceUri);
this.Name = ""ProviderSetupControl"";
this.Size = new System.Drawing.Size(400, 117);
this.ResumeLayout(false);
this.PerformLayout();
}",Required method for Designer support - do not modify the contents of this method with the code editor.,1
2841,"private void InitializeComponent()
{
this._pnlOptions = new System.Windows.Forms.Panel();
this._pnlWarning = new System.Windows.Forms.Panel();
this._lblUseWithCaution = new System.Windows.Forms.Label();
this._picWarning = new System.Windows.Forms.PictureBox();
this._grpOptions = new gitter.Framework.Controls.GroupSeparator();
this._chkUseThinPack = new System.Windows.Forms.CheckBox();
this._chkForceOverwriteBranches = new System.Windows.Forms.CheckBox();
this._chkSendTags = new System.Windows.Forms.CheckBox();
this._lblBranches = new System.Windows.Forms.Label();
this._remotePicker = new gitter.Git.Gui.Controls.RemotePicker();
this._lstReferences = new gitter.Git.Gui.Controls.ReferencesListBox();
this._grpPushTo = new gitter.Framework.Controls.GroupSeparator();
this._pnlPushTo = new System.Windows.Forms.Panel();
this._txtUrl = new System.Windows.Forms.TextBox();
this._radUrl = new System.Windows.Forms.RadioButton();
this._radRemote = new System.Windows.Forms.RadioButton();
this._pnlOptions.SuspendLayout();
this._pnlWarning.SuspendLayout();
((System.ComponentModel.ISupportInitialize)(this._picWarning)).BeginInit();
this._pnlPushTo.SuspendLayout();
this.SuspendLayout();
// // _pnlOptions
// this._pnlOptions.Controls.Add(this._pnlWarning);
this._pnlOptions.Controls.Add(this._grpOptions);
this._pnlOptions.Controls.Add(this._chkUseThinPack);
this._pnlOptions.Controls.Add(this._chkForceOverwriteBranches);
this._pnlOptions.Controls.Add(this._chkSendTags);
this._pnlOptions.Location = new System.Drawing.Point(0, 290);
this._pnlOptions.Name = ""_pnlOptions"";
this._pnlOptions.Size = new System.Drawing.Size(382, 89);
this._pnlOptions.TabIndex = 20;
// // _pnlWarning
// this._pnlWarning.BackColor = System.Drawing.SystemColors.Info;
this._pnlWarning.BorderStyle = System.Windows.Forms.BorderStyle.FixedSingle;
this._pnlWarning.Controls.Add(this._lblUseWithCaution);
this._pnlWarning.Controls.Add(this._picWarning);
this._pnlWarning.ForeColor = System.Drawing.SystemColors.InfoText;
this._pnlWarning.Location = new System.Drawing.Point(229, 24);
this._pnlWarning.Name = ""_pnlWarning"";
this._pnlWarning.Size = new System.Drawing.Size(153, 20);
this._pnlWarning.TabIndex = 6;
this._pnlWarning.Visible = false;
// // _lblUseWithCaution
// this._lblUseWithCaution.AutoSize = true;
this._lblUseWithCaution.Location = new System.Drawing.Point(17, 3);
this._lblUseWithCaution.Name = ""_lblUseWithCaution"";
this._lblUseWithCaution.Size = new System.Drawing.Size(115, 15);
this._lblUseWithCaution.TabIndex = 1;
this._lblUseWithCaution.Text = ""%Use with caution%"";
// // _picWarning
// this._picWarning.Location = new System.Drawing.Point(1, 1);
this._picWarning.Name = ""_picWarning"";
this._picWarning.Size = new System.Drawing.Size(16, 16);
this._picWarning.SizeMode = System.Windows.Forms.PictureBoxSizeMode.AutoSize;
this._picWarning.TabIndex = 0;
this._picWarning.TabStop = false;
// // _grpOptions
// this._grpOptions.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left) | System.Windows.Forms.AnchorStyles.Right)));
this._grpOptions.Location = new System.Drawing.Point(0, 0);
this._grpOptions.Name = ""_grpOptions"";
this._grpOptions.Size = new System.Drawing.Size(382, 19);
this._grpOptions.TabIndex = 0;
this._grpOptions.Text = ""%Options%"";
// // _chkUseThinPack
// this._chkUseThinPack.AutoSize = true;
this._chkUseThinPack.Checked = true;
this._chkUseThinPack.CheckState = System.Windows.Forms.CheckState.Checked;
this._chkUseThinPack.FlatStyle = System.Windows.Forms.FlatStyle.System;
this._chkUseThinPack.Location = new System.Drawing.Point(13, 45);
this._chkUseThinPack.Name = ""_chkUseThinPack"";
this._chkUseThinPack.Size = new System.Drawing.Size(123, 20);
this._chkUseThinPack.TabIndex = 6;
this._chkUseThinPack.Text = ""%Use thin pack%"";
this._chkUseThinPack.UseVisualStyleBackColor = true;
// // _chkForceOverwriteBranches
// this._chkForceOverwriteBranches.AutoSize = true;
this._chkForceOverwriteBranches.FlatStyle = System.Windows.Forms.FlatStyle.System;
this._chkForceOverwriteBranches.Location = new System.Drawing.Point(13, 25);
this._chkForceOverwriteBranches.Name = ""_chkForceOverwriteBranches"";
this._chkForceOverwriteBranches.Size = new System.Drawing.Size(225, 20);
this._chkForceOverwriteBranches.TabIndex = 5;
this._chkForceOverwriteBranches.Text = ""%Force overwrite remote branches%"";
this._chkForceOverwriteBranches.UseVisualStyleBackColor = true;
this._chkForceOverwriteBranches.CheckedChanged += new System.EventHandler(this.OnForceOverwriteCheckedChanged);
// // _chkSendTags
// this._chkSendTags.AutoSize = true;
this._chkSendTags.FlatStyle = System.Windows.Forms.FlatStyle.System;
this._chkSendTags.Location = new System.Drawing.Point(13, 65);
this._chkSendTags.Name = ""_chkSendTags"";
this._chkSendTags.Size = new System.Drawing.Size(103, 20);
this._chkSendTags.TabIndex = 7;
this._chkSendTags.Text = ""%Send tags%"";
this._chkSendTags.UseVisualStyleBackColor = true;
// // _lblBranches
// this._lblBranches.AutoSize = true;
this._lblBranches.Location = new System.Drawing.Point(0, 0);
this._lblBranches.Name = ""_lblBranches"";
this._lblBranches.Size = new System.Drawing.Size(121, 15);
this._lblBranches.TabIndex = 2;
this._lblBranches.Text = ""%Branches to push%:"";
// // _remotePicker
// this._remotePicker.DrawMode = System.Windows.Forms.DrawMode.OwnerDrawFixed;
this._remotePicker.DropDownStyle = System.Windows.Forms.ComboBoxStyle.DropDownList;
this._remotePicker.FormattingEnabled = true;
this._remotePicker.Location = new System.Drawing.Point(104, 24);
this._remotePicker.Name = ""_remotePicker"";
this._remotePicker.Size = new System.Drawing.Size(278, 23);
this._remotePicker.TabIndex = 2;
this._remotePicker.SelectedIndexChanged += new System.EventHandler(this.OnRemotePickerSelectedIndexChanged);
// // _lstReferences
// this._lstReferences.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left) | System.Windows.Forms.AnchorStyles.Right)));
this._lstReferences.DisableContextMenus = true;
this._lstReferences.ForeColor = System.Drawing.SystemColors.WindowText;
this._lstReferences.HeaderStyle = gitter.Framework.Controls.HeaderStyle.Hidden;
this._lstReferences.Location = new System.Drawing.Point(3, 18);
this._lstReferences.Name = ""_lstReferences"";
this._lstReferences.ShowTreeLines = true;
this._lstReferences.Size = new System.Drawing.Size(379, 183);
this._lstReferences.TabIndex = 0;
// // _grpPushTo
// this._grpPushTo.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left) | System.Windows.Forms.AnchorStyles.Right)));
this._grpPushTo.Location = new System.Drawing.Point(0, 0);
this._grpPushTo.Name = ""_grpPushTo"";
this._grpPushTo.Size = new System.Drawing.Size(382, 19);
this._grpPushTo.TabIndex = 0;
this._grpPushTo.Text = ""%Push to%"";
// // _pnlPushTo
// this._pnlPushTo.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left) | System.Windows.Forms.AnchorStyles.Right)));
this._pnlPushTo.Controls.Add(this._txtUrl);
this._pnlPushTo.Controls.Add(this._radUrl);
this._pnlPushTo.Controls.Add(this._remotePicker);
this._pnlPushTo.Controls.Add(this._radRemote);
this._pnlPushTo.Controls.Add(this._grpPushTo);
this._pnlPushTo.Location = new System.Drawing.Point(0, 207);
this._pnlPushTo.Name = ""_pnlPushTo"";
this._pnlPushTo.Size = new System.Drawing.Size(382, 80);
this._pnlPushTo.TabIndex = 10;
// // _txtUrl
// this._txtUrl.Location = new System.Drawing.Point(104, 53);
this._txtUrl.Name = ""_txtUrl"";
this._txtUrl.Size = new System.Drawing.Size(278, 23);
this._txtUrl.TabIndex = 4;
this._txtUrl.TextChanged += new System.EventHandler(this.OnUrlTextChanged);
// // _radUrl
// this._radUrl.AutoSize = true;
this._radUrl.FlatStyle = System.Windows.Forms.FlatStyle.System;
this._radUrl.Location = new System.Drawing.Point(12, 54);
this._radUrl.Name = ""_radUrl"";
this._radUrl.Size = new System.Drawing.Size(72, 20);
this._radUrl.TabIndex = 3;
this._radUrl.Text = ""%URL%"";
this._radUrl.UseVisualStyleBackColor = true;
// // _radRemote
// this._radRemote.AutoSize = true;
this._radRemote.Checked = true;
this._radRemote.FlatStyle = System.Windows.Forms.FlatStyle.System;
this._radRemote.Location = new System.Drawing.Point(12, 26);
this._radRemote.Name = ""_radRemote"";
this._radRemote.Size = new System.Drawing.Size(92, 20);
this._radRemote.TabIndex = 1;
this._radRemote.TabStop = true;
this._radRemote.Text = ""%Remote%"";
this._radRemote.UseVisualStyleBackColor = true;
// // PushDialog
// this.AutoScaleDimensions = new System.Drawing.SizeF(96F, 96F);
this.Controls.Add(this._pnlPushTo);
this.Controls.Add(this._pnlOptions);
this.Controls.Add(this._lblBranches);
this.Controls.Add(this._lstReferences);
this.Name = ""PushDialog"";
this.Size = new System.Drawing.Size(385, 379);
this._pnlOptions.ResumeLayout(false);
this._pnlOptions.PerformLayout();
this._pnlWarning.ResumeLayout(false);
this._pnlWarning.PerformLayout();
((System.ComponentModel.ISupportInitialize)(this._picWarning)).EndInit();
this._pnlPushTo.ResumeLayout(false);
this._pnlPushTo.PerformLayout();
this.ResumeLayout(false);
this.PerformLayout();
}",Required method for Designer support - do not modify the contents of this method with the code editor.,1
2842,"internal virtual void NotifyRelogRecordAdded()
{
lock(_reflogSync)
{
if(_reflogRef != null)
{
var obj = _reflogRef.Target;
if(obj == null)
{
_reflogRef = null;
}
else
{
var reflog = (Reflog)obj;
reflog.NotifyRecordAdded();
}
}
}
}",Notifies about reflog modification.,1
2843,"private void InitializeComponent()
{
this._lstReferences = new gitter.Git.Gui.Controls.ReferencesListBox();
this.SuspendLayout();
// // _lstReferences
// this._lstReferences.BorderStyle = System.Windows.Forms.BorderStyle.None;
this._lstReferences.Dock = System.Windows.Forms.DockStyle.Fill;
this._lstReferences.Location = new System.Drawing.Point(0, 0);
this._lstReferences.Name = ""_lstReferences"";
this._lstReferences.ShowTreeLines = true;
this._lstReferences.Size = new System.Drawing.Size(555, 362);
this._lstReferences.TabIndex = 1;
this._lstReferences.Text = ""referencesListBox1"";
// // ReferencesView
// this.AutoScaleDimensions = new System.Drawing.SizeF(96F, 96F);
this.Controls.Add(this._lstReferences);
this.Name = ""ReferencesView"";
this.ResumeLayout(false);
this.PerformLayout();
}",Required method for Designer support - do not modify the contents of this method with the code editor.,1
2844,"public string FullName => _reference.FullName + ""@{"" + ReflogSelector + ""}"";",Returns full non-ambiguous revision name.,1
2845,"private void InitializeComponent()
{
this._lstReflog = new gitter.Git.Gui.Controls.ReflogListBox();
this.SuspendLayout();
// // _lstReflog
// this._lstReflog.Anchor = ((System.Windows.Forms.AnchorStyles)((((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Bottom)
| System.Windows.Forms.AnchorStyles.Left)
| System.Windows.Forms.AnchorStyles.Right)));
this._lstReflog.BorderStyle = System.Windows.Forms.BorderStyle.None;
this._lstReflog.Location = new System.Drawing.Point(0, 0);
this._lstReflog.Name = ""_lstReflog"";
this._lstReflog.Size = new System.Drawing.Size(555, 362);
this._lstReflog.TabIndex = 0;
this._lstReflog.Text = ""Reflog is empty"";
// // ReflogView
// this.AutoScaleDimensions = new System.Drawing.SizeF(96F, 96F);
this.Controls.Add(this._lstReflog);
this.Name = ""ReflogView"";
this.ResumeLayout(false);
this.PerformLayout();
}",Required method for Designer support - do not modify the contents of this method with the code editor.,1
2846,"public void Refresh()
{
var refs = Repository.Accessor.QueryReferences.Invoke(
new QueryReferencesParameters(
ReferenceType.LocalBranch |
ReferenceType.RemoteBranch |
ReferenceType.Tag));
Heads.Refresh(refs.Heads);
Remotes.Refresh(refs.Remotes);
Tags.Refresh(refs.Tags);
}",Updates all cached references.,1
2847,"internal void Refresh(IEnumerable<BranchData> branches)
{
Verify.Argument.IsNotNull(branches, nameof(branches));
RefreshInternal(branches);
}",Refresh local branches.,1
2848,"public void Refresh()
{
var refs = Repository.Accessor.QueryBranches.Invoke(
new QueryBranchesParameters(QueryBranchRestriction.Local));
RefreshInternal(refs.Heads);
}",Refresh local branches.,1
2849,"public void Refresh()
{
var refs = Repository.Accessor.QueryBranches.Invoke(
new QueryBranchesParameters(QueryBranchRestriction.Remote));
RefreshInternal(refs.Remotes);
}",Refresh remote branches.,1
2850,"public void Refresh()
{
var tags = Repository.Accessor.QueryTags.Invoke(
new QueryTagsParameters());
RefreshInternal(tags);
}","Sync information on tags: removes non-existent, adds new, verifies positions.",1
2851,"public void Fetch()
{
Verify.State.IsNotDeleted(this);
RemotesUtility.FetchOrPull(Repository, this, false);
}",Download new objects from remote repository.,1
2852,"public Task FetchAsync(IProgress<OperationProgress> progress, CancellationToken cancellationToken)
{
Verify.State.IsNotDeleted(this);
return RemotesUtility.FetchOrPullAsync(Repository, this, false, progress, cancellationToken);
}",Download new objects from remote repository.,1
2853,"public void Pull()
{
Verify.State.IsNotDeleted(this);
RemotesUtility.FetchOrPull(Repository, this, true);
}",Download new objects from remote repository and merge tracking branches.,1
2854,"public Task PullAsync(IProgress<OperationProgress> progress, CancellationToken cancellationToken)
{
Verify.State.IsNotDeleted(this);
return RemotesUtility.FetchOrPullAsync(Repository, this, true, progress, cancellationToken);
}",Download new objects from remote repository and merge tracking branches.,1
2855,"public void Push(ICollection<Branch> branches, bool forceOverwrite, bool thinPack, bool sendTags)
{
Verify.State.IsNotDeleted(this);
Verify.Argument.IsValidRevisionPointerSequence(branches, Repository, ""branches"");
Verify.Argument.IsTrue(branches.Count != 0, ""branches"",
Resources.ExcCollectionMustContainAtLeastOneObject.UseAsFormat(""branch""));
var names = new List<string>(branches.Count);
foreach(var branch in branches)
{
names.Add(branch.Name);
}
IList<ReferencePushResult> res;
using(Repository.Monitor.BlockNotifications(
RepositoryNotifications.BranchChanged))
{
res = Repository.Accessor.Push.Invoke(
new PushParameters(Name, sendTags?PushMode.Tags:PushMode.Default, names)
{
Force = forceOverwrite,
ThinPack = thinPack,
});
}
bool changed = false;
for(int i = 0; i < res.Count; ++i)
{
if(res[i].Type != PushResultType.UpToDate && res[i].Type != PushResultType.Rejected)
{
changed = true;
break;
}
}
if(changed)
{
Repository.Refs.Remotes.Refresh();
}
}",Send local objects to remote repository.,1
2856,"public void Prune()
{
Verify.State.IsNotDeleted(this);
var state1 = RefsState.Capture(Repository, ReferenceType.RemoteBranch);
using(Repository.Monitor.BlockNotifications(
RepositoryNotifications.BranchChanged))
{
var parameters = GetPruneParameters();
Repository.Accessor.PruneRemote.Invoke(parameters);
}
Repository.Refs.Remotes.Refresh();
var state2 = RefsState.Capture(Repository, ReferenceType.RemoteBranch);
var changes = RefsDiff.Calculate(state1, state2);
Repository.Remotes.OnPruneCompleted(this, changes);
}",Deletes all stale tracking branches.,1
2857,"public Task PruneAsync(IProgress<OperationProgress> progress, CancellationToken cancellationToken)
{
Verify.State.IsNotDeleted(this);
if(progress != null)
{
progress.Report(new OperationProgress(Resources.StrsSearchingStaleBranches.AddEllipsis()));
}
var state1 = RefsState.Capture(Repository, ReferenceType.RemoteBranch);
var block = Repository.Monitor.BlockNotifications(RepositoryNotifications.BranchChanged);
var parameters = GetPruneParameters();
return Repository.Accessor.PruneRemote.InvokeAsync(parameters, progress, cancellationToken)
.ContinueWith(
t =>
{
block.Dispose();
Repository.Refs.Remotes.Refresh();
var state2 = RefsState.Capture(Repository, ReferenceType.RemoteBranch);
var changes = RefsDiff.Calculate(state1, state2);
Repository.Remotes.OnPruneCompleted(this, changes);
TaskUtility.PropagateFaultedStates(t);
},
CancellationToken.None,
TaskContinuationOptions.ExecuteSynchronously,
TaskScheduler.Default);
}",Deletes all stale tracking branches.,1
2858,"public void DeleteFromRemote()
{
Verify.State.IsNotDeleted(this);
var remote = Remote;
if(remote == null) throw new GitException(string.Format(CultureInfo.InvariantCulture, ""Unable to find remote for branch '{0}'"", Name));
string branchName = Name.Substring(remote.Name.Length + 1);
string remoteRefName = GitConstants.LocalBranchPrefix + branchName;
using(Repository.Monitor.BlockNotifications(
RepositoryNotifications.BranchChanged))
{
Repository.Accessor.RemoveRemoteReferences.Invoke(
new AccessLayer.RemoveRemoteReferencesParameters(
remote.Name,
remoteRefName));
}
Refresh();
}",Delete branch from remote and local repository.,1
2859,"public Task DeleteFromRemoteAsync(CancellationToken cancellationToken)
{
Verify.State.IsNotDeleted(this);
var remote = Remote;
if(remote == null)
{
throw new GitException(string.Format(CultureInfo.InvariantCulture, ""Unable to find remote for branch '{0}'"", Name));
}
string branchName = Name.Substring(remote.Name.Length + 1);
string remoteRefName = GitConstants.LocalBranchPrefix + branchName;
var notificationsBlock = Repository.Monitor.BlockNotifications(
RepositoryNotifications.BranchChanged);
var parameters = new AccessLayer.RemoveRemoteReferencesParameters(
remote.Name, remoteRefName);
return
Repository.Accessor.RemoveRemoteReferences.InvokeAsync(parameters, null, cancellationToken)
.ContinueWith(t =>
{
notificationsBlock.Dispose();
TaskUtility.PropagateFaultedStates(t);
Refresh();
});
}",Delete branch from remote and local repository.,1
